 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352110 Ipeúna
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";229;219;448
"De 5 a 9 anos";237;221;458
"De 10 a 14 anos";246;212;458
"De 15 a 19 anos";241;226;467
"De 20 a 24 anos";260;233;493
"De 25 a 29 anos";243;192;435
"De 30 a 34 anos";196;186;382
"De 35 a 39 anos";177;179;356
"De 40 a 44 anos";162;158;320
"De 45 a 49 anos";142;128;270
"De 50 a 54 anos";108;114;222
"De 55 a 59 anos";87;86;173
"De 60 a 64 anos";84;75;159
"De 65 a 69 anos";71;57;128
"De 70 a 74 anos";48;39;87
"De 75 a 79 anos";33;37;70
"De 80 anos ou mais";23;30;53
"Total";2587;2392;4979
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

