 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314280 Monte Alegre de Minas
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";630;601;1231
"De 5 a 9 anos";632;626;1258
"De 10 a 14 anos";644;602;1246
"De 15 a 19 anos";619;630;1249
"De 20 a 24 anos";776;803;1579
"De 25 a 29 anos";823;799;1622
"De 30 a 34 anos";872;700;1572
"De 35 a 39 anos";802;673;1475
"De 40 a 44 anos";764;792;1556
"De 45 a 49 anos";790;691;1481
"De 50 a 54 anos";827;720;1547
"De 55 a 59 anos";640;632;1272
"De 60 a 64 anos";614;554;1168
"De 65 a 69 anos";498;442;940
"De 70 a 74 anos";408;374;782
"De 75 a 79 anos";247;248;495
"De 80 anos ou mais";362;401;763
"Total";10948;10288;21236
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

