 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520890 Goiás
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1230;1222;2452
"De 5 a 9 anos";1240;1258;2498
"De 10 a 14 anos";1465;1402;2867
"De 15 a 19 anos";1505;1405;2910
"De 20 a 24 anos";1306;1249;2555
"De 25 a 29 anos";1089;1072;2161
"De 30 a 34 anos";1177;1151;2328
"De 35 a 39 anos";1031;1071;2102
"De 40 a 44 anos";927;900;1827
"De 45 a 49 anos";712;661;1373
"De 50 a 54 anos";602;588;1190
"De 55 a 59 anos";487;531;1018
"De 60 a 64 anos";417;447;864
"De 65 a 69 anos";318;340;658
"De 70 a 74 anos";227;219;446
"De 75 a 79 anos";188;184;372
"De 80 anos ou mais";97;151;248
"Total";14018;13851;27869
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

