 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520396 Buritinópolis
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";140;134;274
"De 5 a 9 anos";125;131;256
"De 10 a 14 anos";122;119;241
"De 15 a 19 anos";124;109;233
"De 20 a 24 anos";127;136;263
"De 25 a 29 anos";145;144;289
"De 30 a 34 anos";162;127;289
"De 35 a 39 anos";145;124;269
"De 40 a 44 anos";122;115;237
"De 45 a 49 anos";105;98;203
"De 50 a 54 anos";103;88;191
"De 55 a 59 anos";89;77;166
"De 60 a 64 anos";62;64;126
"De 65 a 69 anos";37;48;85
"De 70 a 74 anos";37;43;80
"De 75 a 79 anos";30;30;60
"De 80 anos ou mais";25;24;49
"Total";1700;1611;3311
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

