 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220130 Barreiras do Piauí
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";142;135;277
"De 5 a 9 anos";132;127;259
"De 10 a 14 anos";128;117;245
"De 15 a 19 anos";159;151;310
"De 20 a 24 anos";168;142;310
"De 25 a 29 anos";148;138;286
"De 30 a 34 anos";117;118;235
"De 35 a 39 anos";134;107;241
"De 40 a 44 anos";149;94;243
"De 45 a 49 anos";92;90;182
"De 50 a 54 anos";111;84;195
"De 55 a 59 anos";86;77;163
"De 60 a 64 anos";72;60;132
"De 65 a 69 anos";45;57;102
"De 70 a 74 anos";30;37;67
"De 75 a 79 anos";23;25;48
"De 80 anos ou mais";20;37;57
"Total";1756;1596;3352
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

