 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 292100 Mata de São João
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1739;1660;3399
"De 5 a 9 anos";1892;1746;3638
"De 10 a 14 anos";1972;1985;3957
"De 15 a 19 anos";2041;2074;4115
"De 20 a 24 anos";1980;1965;3945
"De 25 a 29 anos";1903;2010;3913
"De 30 a 34 anos";2124;2222;4346
"De 35 a 39 anos";1999;2045;4044
"De 40 a 44 anos";1525;1647;3172
"De 45 a 49 anos";1296;1296;2592
"De 50 a 54 anos";1040;1108;2148
"De 55 a 59 anos";792;882;1674
"De 60 a 64 anos";612;720;1332
"De 65 a 69 anos";429;496;925
"De 70 a 74 anos";274;354;628
"De 75 a 79 anos";174;266;440
"De 80 anos ou mais";178;339;517
"Total";21970;22815;44785
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

