 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 310860 Brasília de Minas
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1177;1112;2289
"De 5 a 9 anos";1306;1270;2576
"De 10 a 14 anos";1530;1516;3046
"De 15 a 19 anos";1654;1607;3261
"De 20 a 24 anos";1444;1405;2849
"De 25 a 29 anos";1324;1309;2633
"De 30 a 34 anos";1201;1182;2383
"De 35 a 39 anos";1018;1056;2074
"De 40 a 44 anos";987;1025;2012
"De 45 a 49 anos";934;865;1799
"De 50 a 54 anos";771;743;1514
"De 55 a 59 anos";642;677;1319
"De 60 a 64 anos";550;611;1161
"De 65 a 69 anos";462;507;969
"De 70 a 74 anos";377;435;812
"De 75 a 79 anos";251;264;515
"De 80 anos ou mais";289;350;639
"Total";15917;15934;31851
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

