 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150130 Barcarena
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";4554;4542;9096
"De 5 a 9 anos";4415;4310;8725
"De 10 a 14 anos";4298;4154;8452
"De 15 a 19 anos";3787;3772;7559
"De 20 a 24 anos";3006;3174;6180
"De 25 a 29 anos";2467;2658;5125
"De 30 a 34 anos";2284;2216;4500
"De 35 a 39 anos";2047;1899;3946
"De 40 a 44 anos";1767;1529;3296
"De 45 a 49 anos";1268;1019;2287
"De 50 a 54 anos";871;795;1666
"De 55 a 59 anos";632;607;1239
"De 60 a 64 anos";494;456;950
"De 65 a 69 anos";344;381;725
"De 70 a 74 anos";240;222;462
"De 75 a 79 anos";202;176;378
"De 80 anos ou mais";230;280;510
"Total";32906;32190;65096
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

