 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431445 Pinhal
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";73;70;143
"De 5 a 9 anos";77;71;148
"De 10 a 14 anos";79;59;138
"De 15 a 19 anos";82;54;136
"De 20 a 24 anos";82;69;151
"De 25 a 29 anos";104;105;209
"De 30 a 34 anos";102;94;196
"De 35 a 39 anos";96;86;182
"De 40 a 44 anos";57;76;133
"De 45 a 49 anos";74;98;172
"De 50 a 54 anos";130;98;228
"De 55 a 59 anos";102;103;205
"De 60 a 64 anos";90;77;167
"De 65 a 69 anos";77;59;136
"De 70 a 74 anos";40;48;88
"De 75 a 79 anos";28;39;67
"De 80 anos ou mais";37;44;81
"Total";1330;1250;2580
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

