 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150180 Breves
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";7448;7212;14660
"De 5 a 9 anos";6680;6517;13197
"De 10 a 14 anos";5784;5596;11380
"De 15 a 19 anos";5095;4770;9865
"De 20 a 24 anos";4168;3831;7999
"De 25 a 29 anos";3105;2931;6036
"De 30 a 34 anos";2389;2217;4606
"De 35 a 39 anos";1911;1784;3695
"De 40 a 44 anos";1625;1491;3116
"De 45 a 49 anos";1397;1225;2622
"De 50 a 54 anos";1071;925;1996
"De 55 a 59 anos";837;746;1583
"De 60 a 64 anos";620;626;1246
"De 65 a 69 anos";497;502;999
"De 70 a 74 anos";410;345;755
"De 75 a 79 anos";285;247;532
"De 80 anos ou mais";371;449;820
"Total";43693;41414;85107
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

