 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521160 Ivolândia
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";67;64;131
"De 5 a 9 anos";70;62;132
"De 10 a 14 anos";72;55;127
"De 15 a 19 anos";64;63;127
"De 20 a 24 anos";63;78;141
"De 25 a 29 anos";75;85;160
"De 30 a 34 anos";75;85;160
"De 35 a 39 anos";78;85;163
"De 40 a 44 anos";93;90;183
"De 45 a 49 anos";115;96;211
"De 50 a 54 anos";119;98;217
"De 55 a 59 anos";96;81;177
"De 60 a 64 anos";84;68;152
"De 65 a 69 anos";78;51;129
"De 70 a 74 anos";55;30;85
"De 75 a 79 anos";34;23;57
"De 80 anos ou mais";36;18;54
"Total";1274;1132;2406
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

