 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 231375 Umirim
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";867;843;1710
"De 5 a 9 anos";902;894;1796
"De 10 a 14 anos";1161;1051;2212
"De 15 a 19 anos";1179;1007;2186
"De 20 a 24 anos";990;950;1940
"De 25 a 29 anos";789;770;1559
"De 30 a 34 anos";682;641;1323
"De 35 a 39 anos";618;574;1192
"De 40 a 44 anos";538;503;1041
"De 45 a 49 anos";466;443;909
"De 50 a 54 anos";367;353;720
"De 55 a 59 anos";314;320;634
"De 60 a 64 anos";293;311;604
"De 65 a 69 anos";223;234;457
"De 70 a 74 anos";200;178;378
"De 75 a 79 anos";118;116;234
"De 80 anos ou mais";169;199;368
"Total";9876;9387;19263
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

