 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 241355 Serrinha dos Pintos
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";186;172;358
"De 5 a 9 anos";180;174;354
"De 10 a 14 anos";190;192;382
"De 15 a 19 anos";224;225;449
"De 20 a 24 anos";202;215;417
"De 25 a 29 anos";182;179;361
"De 30 a 34 anos";168;150;318
"De 35 a 39 anos";162;155;317
"De 40 a 44 anos";151;143;294
"De 45 a 49 anos";142;134;276
"De 50 a 54 anos";103;111;214
"De 55 a 59 anos";102;105;207
"De 60 a 64 anos";97;89;186
"De 65 a 69 anos";81;82;163
"De 70 a 74 anos";57;64;121
"De 75 a 79 anos";34;38;72
"De 80 anos ou mais";54;57;111
"Total";2315;2285;4600
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

