 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150660 Santa Maria do Pará
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1138;1098;2236
"De 5 a 9 anos";1189;1224;2413
"De 10 a 14 anos";1258;1229;2487
"De 15 a 19 anos";1208;1203;2411
"De 20 a 24 anos";1144;1221;2365
"De 25 a 29 anos";1003;1003;2006
"De 30 a 34 anos";841;860;1701
"De 35 a 39 anos";779;764;1543
"De 40 a 44 anos";600;589;1189
"De 45 a 49 anos";541;461;1002
"De 50 a 54 anos";386;408;794
"De 55 a 59 anos";310;314;624
"De 60 a 64 anos";272;272;544
"De 65 a 69 anos";213;229;442
"De 70 a 74 anos";169;148;317
"De 75 a 79 anos";134;118;252
"De 80 anos ou mais";112;108;220
"Total";11297;11249;22546
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

