 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 172000 Santa Terezinha do Tocantins
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";119;101;220
"De 5 a 9 anos";124;143;267
"De 10 a 14 anos";151;136;287
"De 15 a 19 anos";151;142;293
"De 20 a 24 anos";126;110;236
"De 25 a 29 anos";87;104;191
"De 30 a 34 anos";80;86;166
"De 35 a 39 anos";83;66;149
"De 40 a 44 anos";78;71;149
"De 45 a 49 anos";61;66;127
"De 50 a 54 anos";57;36;93
"De 55 a 59 anos";40;42;82
"De 60 a 64 anos";36;43;79
"De 65 a 69 anos";33;23;56
"De 70 a 74 anos";35;28;63
"De 75 a 79 anos";13;16;29
"De 80 anos ou mais";21;19;40
"Total";1295;1232;2527
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

