 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431442 Picada Café
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";143;124;267
"De 5 a 9 anos";176;162;338
"De 10 a 14 anos";186;204;390
"De 15 a 19 anos";212;220;432
"De 20 a 24 anos";207;224;431
"De 25 a 29 anos";217;204;421
"De 30 a 34 anos";204;188;392
"De 35 a 39 anos";229;205;434
"De 40 a 44 anos";221;233;454
"De 45 a 49 anos";208;191;399
"De 50 a 54 anos";170;140;310
"De 55 a 59 anos";123;115;238
"De 60 a 64 anos";96;100;196
"De 65 a 69 anos";83;86;169
"De 70 a 74 anos";59;67;126
"De 75 a 79 anos";44;55;99
"De 80 anos ou mais";33;42;75
"Total";2611;2560;5171
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

