 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330225 Itatiaia
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1184;1126;2310
"De 5 a 9 anos";1254;1248;2502
"De 10 a 14 anos";1173;1189;2362
"De 15 a 19 anos";1218;1208;2426
"De 20 a 24 anos";1251;1254;2505
"De 25 a 29 anos";1195;1182;2377
"De 30 a 34 anos";1057;1088;2145
"De 35 a 39 anos";1006;1030;2036
"De 40 a 44 anos";915;980;1895
"De 45 a 49 anos";766;816;1582
"De 50 a 54 anos";634;660;1294
"De 55 a 59 anos";517;481;998
"De 60 a 64 anos";384;371;755
"De 65 a 69 anos";267;280;547
"De 70 a 74 anos";170;211;381
"De 75 a 79 anos";129;176;305
"De 80 anos ou mais";92;123;215
"Total";13212;13423;26635
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

