 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412750 Tibagi
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";981;936;1917
"De 5 a 9 anos";1131;1069;2200
"De 10 a 14 anos";992;971;1963
"De 15 a 19 anos";913;933;1846
"De 20 a 24 anos";855;817;1672
"De 25 a 29 anos";799;734;1533
"De 30 a 34 anos";713;704;1417
"De 35 a 39 anos";633;653;1286
"De 40 a 44 anos";657;603;1260
"De 45 a 49 anos";511;488;999
"De 50 a 54 anos";390;402;792
"De 55 a 59 anos";387;321;708
"De 60 a 64 anos";284;273;557
"De 65 a 69 anos";213;211;424
"De 70 a 74 anos";177;153;330
"De 75 a 79 anos";106;105;211
"De 80 anos ou mais";108;102;210
"Total";9850;9475;19325
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

