 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430680 Encantado
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";641;612;1253
"De 5 a 9 anos";687;682;1369
"De 10 a 14 anos";757;782;1539
"De 15 a 19 anos";833;810;1643
"De 20 a 24 anos";899;857;1756
"De 25 a 29 anos";770;761;1531
"De 30 a 34 anos";731;724;1455
"De 35 a 39 anos";722;784;1506
"De 40 a 44 anos";777;832;1609
"De 45 a 49 anos";714;760;1474
"De 50 a 54 anos";614;670;1284
"De 55 a 59 anos";532;553;1085
"De 60 a 64 anos";400;427;827
"De 65 a 69 anos";290;371;661
"De 70 a 74 anos";215;305;520
"De 75 a 79 anos";153;233;386
"De 80 anos ou mais";127;290;417
"Total";9862;10453;20315
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

