 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 261260 Santa Maria da Boa Vista
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2222;2126;4348
"De 5 a 9 anos";2223;2140;4363
"De 10 a 14 anos";2235;2196;4431
"De 15 a 19 anos";2096;2049;4145
"De 20 a 24 anos";2005;1857;3862
"De 25 a 29 anos";1805;1699;3504
"De 30 a 34 anos";1575;1550;3125
"De 35 a 39 anos";1324;1316;2640
"De 40 a 44 anos";1140;1140;2280
"De 45 a 49 anos";932;970;1902
"De 50 a 54 anos";744;780;1524
"De 55 a 59 anos";621;633;1254
"De 60 a 64 anos";524;527;1051
"De 65 a 69 anos";396;424;820
"De 70 a 74 anos";284;308;592
"De 75 a 79 anos";184;212;396
"De 80 anos ou mais";211;259;470
"Total";20521;20186;40707
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

