 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 261120 Poção
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";509;487;996
"De 5 a 9 anos";489;508;997
"De 10 a 14 anos";528;491;1019
"De 15 a 19 anos";551;519;1070
"De 20 a 24 anos";461;496;957
"De 25 a 29 anos";435;451;886
"De 30 a 34 anos";358;383;741
"De 35 a 39 anos";312;381;693
"De 40 a 44 anos";285;363;648
"De 45 a 49 anos";299;358;657
"De 50 a 54 anos";275;367;642
"De 55 a 59 anos";229;263;492
"De 60 a 64 anos";191;230;421
"De 65 a 69 anos";168;184;352
"De 70 a 74 anos";135;131;266
"De 75 a 79 anos";95;115;210
"De 80 anos ou mais";114;132;246
"Total";5434;5859;11293
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

