 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320230 Guaçuí
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1077;993;2070
"De 5 a 9 anos";1141;1137;2278
"De 10 a 14 anos";1329;1188;2517
"De 15 a 19 anos";1260;1226;2486
"De 20 a 24 anos";1243;1199;2442
"De 25 a 29 anos";1155;1194;2349
"De 30 a 34 anos";1062;1120;2182
"De 35 a 39 anos";894;998;1892
"De 40 a 44 anos";899;941;1840
"De 45 a 49 anos";888;916;1804
"De 50 a 54 anos";775;859;1634
"De 55 a 59 anos";706;785;1491
"De 60 a 64 anos";539;574;1113
"De 65 a 69 anos";373;444;817
"De 70 a 74 anos";311;355;666
"De 75 a 79 anos";234;280;514
"De 80 anos ou mais";269;391;660
"Total";14155;14600;28755
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

