 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521200 Jaupaci
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";98;94;192
"De 5 a 9 anos";137;125;262
"De 10 a 14 anos";128;133;261
"De 15 a 19 anos";123;128;251
"De 20 a 24 anos";115;114;229
"De 25 a 29 anos";113;116;229
"De 30 a 34 anos";129;128;257
"De 35 a 39 anos";124;124;248
"De 40 a 44 anos";125;112;237
"De 45 a 49 anos";101;108;209
"De 50 a 54 anos";87;87;174
"De 55 a 59 anos";71;67;138
"De 60 a 64 anos";70;56;126
"De 65 a 69 anos";55;47;102
"De 70 a 74 anos";45;42;87
"De 75 a 79 anos";29;21;50
"De 80 anos ou mais";30;24;54
"Total";1580;1526;3106
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

