 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260420 Catende
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1869;1827;3696
"De 5 a 9 anos";1965;1979;3944
"De 10 a 14 anos";2006;1983;3989
"De 15 a 19 anos";1927;1899;3826
"De 20 a 24 anos";1766;1845;3611
"De 25 a 29 anos";1455;1502;2957
"De 30 a 34 anos";1254;1340;2594
"De 35 a 39 anos";1118;1278;2396
"De 40 a 44 anos";1008;1141;2149
"De 45 a 49 anos";867;956;1823
"De 50 a 54 anos";698;835;1533
"De 55 a 59 anos";567;715;1282
"De 60 a 64 anos";479;590;1069
"De 65 a 69 anos";409;481;890
"De 70 a 74 anos";336;392;728
"De 75 a 79 anos";217;254;471
"De 80 anos ou mais";231;285;516
"Total";18172;19302;37474
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

