 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 221063 Sebastião Leal
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";186;180;366
"De 5 a 9 anos";180;168;348
"De 10 a 14 anos";184;179;363
"De 15 a 19 anos";190;199;389
"De 20 a 24 anos";181;177;358
"De 25 a 29 anos";163;155;318
"De 30 a 34 anos";179;157;336
"De 35 a 39 anos";175;161;336
"De 40 a 44 anos";143;140;283
"De 45 a 49 anos";134;116;250
"De 50 a 54 anos";117;113;230
"De 55 a 59 anos";94;86;180
"De 60 a 64 anos";78;67;145
"De 65 a 69 anos";72;65;137
"De 70 a 74 anos";61;44;105
"De 75 a 79 anos";40;30;70
"De 80 anos ou mais";34;38;72
"Total";2211;2075;4286
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

