 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314380 Munhoz
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";189;180;369
"De 5 a 9 anos";187;173;360
"De 10 a 14 anos";193;171;364
"De 15 a 19 anos";226;199;425
"De 20 a 24 anos";253;233;486
"De 25 a 29 anos";237;217;454
"De 30 a 34 anos";234;210;444
"De 35 a 39 anos";237;236;473
"De 40 a 44 anos";233;205;438
"De 45 a 49 anos";227;195;422
"De 50 a 54 anos";213;216;429
"De 55 a 59 anos";197;207;404
"De 60 a 64 anos";164;157;321
"De 65 a 69 anos";115;115;230
"De 70 a 74 anos";89;102;191
"De 75 a 79 anos";51;57;108
"De 80 anos ou mais";50;61;111
"Total";3095;2934;6029
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

