 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 261630 Vicência
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1273;1229;2502
"De 5 a 9 anos";1278;1279;2557
"De 10 a 14 anos";1441;1411;2852
"De 15 a 19 anos";1615;1578;3193
"De 20 a 24 anos";1564;1544;3108
"De 25 a 29 anos";1533;1582;3115
"De 30 a 34 anos";1405;1455;2860
"De 35 a 39 anos";1171;1231;2402
"De 40 a 44 anos";960;1064;2024
"De 45 a 49 anos";866;958;1824
"De 50 a 54 anos";731;794;1525
"De 55 a 59 anos";584;661;1245
"De 60 a 64 anos";418;509;927
"De 65 a 69 anos";344;347;691
"De 70 a 74 anos";228;286;514
"De 75 a 79 anos";166;187;353
"De 80 anos ou mais";147;148;295
"Total";15724;16263;31987
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

