 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260050 Águas Belas
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2346;2277;4623
"De 5 a 9 anos";2320;2299;4619
"De 10 a 14 anos";2233;2219;4452
"De 15 a 19 anos";2051;2039;4090
"De 20 a 24 anos";1861;1862;3723
"De 25 a 29 anos";1549;1507;3056
"De 30 a 34 anos";1254;1330;2584
"De 35 a 39 anos";1040;1143;2183
"De 40 a 44 anos";945;1035;1980
"De 45 a 49 anos";835;915;1750
"De 50 a 54 anos";672;838;1510
"De 55 a 59 anos";671;781;1452
"De 60 a 64 anos";590;711;1301
"De 65 a 69 anos";487;572;1059
"De 70 a 74 anos";376;440;816
"De 75 a 79 anos";235;299;534
"De 80 anos ou mais";347;427;774
"Total";19812;20694;40506
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

