 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521690 Pilar de Goiás
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";86;88;174
"De 5 a 9 anos";114;107;221
"De 10 a 14 anos";118;117;235
"De 15 a 19 anos";120;117;237
"De 20 a 24 anos";140;112;252
"De 25 a 29 anos";108;102;210
"De 30 a 34 anos";119;106;225
"De 35 a 39 anos";136;100;236
"De 40 a 44 anos";124;103;227
"De 45 a 49 anos";104;100;204
"De 50 a 54 anos";96;83;179
"De 55 a 59 anos";83;72;155
"De 60 a 64 anos";80;53;133
"De 65 a 69 anos";54;44;98
"De 70 a 74 anos";45;32;77
"De 75 a 79 anos";18;18;36
"De 80 anos ou mais";19;18;37
"Total";1564;1372;2936
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

