 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291720 Ituaçu
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";776;727;1503
"De 5 a 9 anos";882;851;1733
"De 10 a 14 anos";908;888;1796
"De 15 a 19 anos";972;910;1882
"De 20 a 24 anos";929;908;1837
"De 25 a 29 anos";776;753;1529
"De 30 a 34 anos";631;597;1228
"De 35 a 39 anos";573;577;1150
"De 40 a 44 anos";506;536;1042
"De 45 a 49 anos";485;485;970
"De 50 a 54 anos";384;398;782
"De 55 a 59 anos";333;352;685
"De 60 a 64 anos";283;300;583
"De 65 a 69 anos";221;270;491
"De 70 a 74 anos";170;212;382
"De 75 a 79 anos";110;155;265
"De 80 anos ou mais";146;231;377
"Total";9085;9150;18235
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

