 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150497 Nova Ipixuna
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";862;827;1689
"De 5 a 9 anos";886;851;1737
"De 10 a 14 anos";874;788;1662
"De 15 a 19 anos";780;730;1510
"De 20 a 24 anos";726;653;1379
"De 25 a 29 anos";652;571;1223
"De 30 a 34 anos";529;442;971
"De 35 a 39 anos";432;361;793
"De 40 a 44 anos";371;306;677
"De 45 a 49 anos";329;284;613
"De 50 a 54 anos";288;257;545
"De 55 a 59 anos";244;195;439
"De 60 a 64 anos";214;145;359
"De 65 a 69 anos";147;109;256
"De 70 a 74 anos";98;64;162
"De 75 a 79 anos";66;38;104
"De 80 anos ou mais";49;36;85
"Total";7547;6657;14204
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

