 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354870 São Bernardo do Campo
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";27885;26621;54506
"De 5 a 9 anos";27241;26143;53384
"De 10 a 14 anos";27525;26221;53746
"De 15 a 19 anos";29847;29049;58896
"De 20 a 24 anos";31232;31003;62235
"De 25 a 29 anos";34623;33863;68486
"De 30 a 34 anos";36406;36824;73230
"De 35 a 39 anos";34091;36341;70432
"De 40 a 44 anos";29961;33163;63124
"De 45 a 49 anos";27155;30140;57295
"De 50 a 54 anos";24635;28339;52974
"De 55 a 59 anos";21263;25322;46585
"De 60 a 64 anos";17252;20889;38141
"De 65 a 69 anos";12616;16200;28816
"De 70 a 74 anos";8229;11090;19319
"De 75 a 79 anos";5084;7445;12529
"De 80 anos ou mais";4613;9096;13709
"Total";399658;427749;827407
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

