 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353180 Monte Mor
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2236;2135;4371
"De 5 a 9 anos";2127;2013;4140
"De 10 a 14 anos";2154;1999;4153
"De 15 a 19 anos";2405;2353;4758
"De 20 a 24 anos";2384;2308;4692
"De 25 a 29 anos";2523;2479;5002
"De 30 a 34 anos";2373;2372;4745
"De 35 a 39 anos";2387;2296;4683
"De 40 a 44 anos";2008;2086;4094
"De 45 a 49 anos";1762;1738;3500
"De 50 a 54 anos";1400;1584;2984
"De 55 a 59 anos";1222;1298;2520
"De 60 a 64 anos";1031;1026;2057
"De 65 a 69 anos";712;797;1509
"De 70 a 74 anos";517;509;1026
"De 75 a 79 anos";317;352;669
"De 80 anos ou mais";291;437;728
"Total";27849;27782;55631
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

