 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353570 Paraíso
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";209;220;429
"De 5 a 9 anos";207;210;417
"De 10 a 14 anos";256;216;472
"De 15 a 19 anos";259;221;480
"De 20 a 24 anos";259;248;507
"De 25 a 29 anos";269;258;527
"De 30 a 34 anos";233;208;441
"De 35 a 39 anos";229;210;439
"De 40 a 44 anos";209;218;427
"De 45 a 49 anos";212;188;400
"De 50 a 54 anos";176;165;341
"De 55 a 59 anos";142;127;269
"De 60 a 64 anos";112;111;223
"De 65 a 69 anos";95;99;194
"De 70 a 74 anos";73;79;152
"De 75 a 79 anos";55;61;116
"De 80 anos ou mais";55;57;112
"Total";3050;2896;5946
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

