 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 110033 Nova Mamoré
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1201;1166;2367
"De 5 a 9 anos";1358;1303;2661
"De 10 a 14 anos";1359;1322;2681
"De 15 a 19 anos";1149;1165;2314
"De 20 a 24 anos";1023;1007;2030
"De 25 a 29 anos";1029;1049;2078
"De 30 a 34 anos";1039;996;2035
"De 35 a 39 anos";886;841;1727
"De 40 a 44 anos";809;676;1485
"De 45 a 49 anos";722;552;1274
"De 50 a 54 anos";559;440;999
"De 55 a 59 anos";402;362;764
"De 60 a 64 anos";321;228;549
"De 65 a 69 anos";208;157;365
"De 70 a 74 anos";154;106;260
"De 75 a 79 anos";104;49;153
"De 80 anos ou mais";93;58;151
"Total";12416;11477;23893
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

