 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291520 Itagibá
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";876;855;1731
"De 5 a 9 anos";928;943;1871
"De 10 a 14 anos";1075;1020;2095
"De 15 a 19 anos";1198;1052;2250
"De 20 a 24 anos";893;799;1692
"De 25 a 29 anos";581;533;1114
"De 30 a 34 anos";496;490;986
"De 35 a 39 anos";476;444;920
"De 40 a 44 anos";495;412;907
"De 45 a 49 anos";397;368;765
"De 50 a 54 anos";322;318;640
"De 55 a 59 anos";281;262;543
"De 60 a 64 anos";269;232;501
"De 65 a 69 anos";194;198;392
"De 70 a 74 anos";146;158;304
"De 75 a 79 anos";129;87;216
"De 80 anos ou mais";128;124;252
"Total";8884;8295;17179
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

