 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 211105 São João do Paraíso
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";705;659;1364
"De 5 a 9 anos";721;685;1406
"De 10 a 14 anos";669;655;1324
"De 15 a 19 anos";710;621;1331
"De 20 a 24 anos";553;477;1030
"De 25 a 29 anos";379;337;716
"De 30 a 34 anos";347;284;631
"De 35 a 39 anos";314;272;586
"De 40 a 44 anos";252;234;486
"De 45 a 49 anos";211;193;404
"De 50 a 54 anos";194;174;368
"De 55 a 59 anos";172;147;319
"De 60 a 64 anos";141;109;250
"De 65 a 69 anos";113;90;203
"De 70 a 74 anos";79;66;145
"De 75 a 79 anos";56;47;103
"De 80 anos ou mais";54;52;106
"Total";5670;5102;10772
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

