 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 311650 Claro dos Poções
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";250;238;488
"De 5 a 9 anos";264;227;491
"De 10 a 14 anos";268;236;504
"De 15 a 19 anos";279;289;568
"De 20 a 24 anos";322;319;641
"De 25 a 29 anos";330;297;627
"De 30 a 34 anos";291;261;552
"De 35 a 39 anos";282;269;551
"De 40 a 44 anos";274;279;553
"De 45 a 49 anos";276;250;526
"De 50 a 54 anos";250;223;473
"De 55 a 59 anos";213;196;409
"De 60 a 64 anos";180;173;353
"De 65 a 69 anos";132;158;290
"De 70 a 74 anos";107;134;241
"De 75 a 79 anos";90;103;193
"De 80 anos ou mais";86;123;209
"Total";3894;3775;7669
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

