 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352360 Itirapina
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";531;499;1030
"De 5 a 9 anos";568;484;1052
"De 10 a 14 anos";679;506;1185
"De 15 a 19 anos";799;517;1316
"De 20 a 24 anos";1100;590;1690
"De 25 a 29 anos";1395;556;1951
"De 30 a 34 anos";1165;548;1713
"De 35 a 39 anos";932;482;1414
"De 40 a 44 anos";692;479;1171
"De 45 a 49 anos";562;467;1029
"De 50 a 54 anos";469;419;888
"De 55 a 59 anos";350;338;688
"De 60 a 64 anos";270;283;553
"De 65 a 69 anos";203;207;410
"De 70 a 74 anos";153;159;312
"De 75 a 79 anos";111;128;239
"De 80 anos ou mais";106;183;289
"Total";10085;6845;16930
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

