 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510706 Querência
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";819;784;1603
"De 5 a 9 anos";716;690;1406
"De 10 a 14 anos";776;710;1486
"De 15 a 19 anos";775;729;1504
"De 20 a 24 anos";781;746;1527
"De 25 a 29 anos";771;714;1485
"De 30 a 34 anos";770;723;1493
"De 35 a 39 anos";720;664;1384
"De 40 a 44 anos";601;551;1152
"De 45 a 49 anos";496;441;937
"De 50 a 54 anos";417;364;781
"De 55 a 59 anos";330;309;639
"De 60 a 64 anos";262;231;493
"De 65 a 69 anos";177;131;308
"De 70 a 74 anos";101;75;176
"De 75 a 79 anos";54;44;98
"De 80 anos ou mais";38;31;69
"Total";8604;7937;16541
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

