 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520160 Araçu
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";127;123;250
"De 5 a 9 anos";166;155;321
"De 10 a 14 anos";171;157;328
"De 15 a 19 anos";191;166;357
"De 20 a 24 anos";169;150;319
"De 25 a 29 anos";147;167;314
"De 30 a 34 anos";154;173;327
"De 35 a 39 anos";148;159;307
"De 40 a 44 anos";155;143;298
"De 45 a 49 anos";129;113;242
"De 50 a 54 anos";107;111;218
"De 55 a 59 anos";97;93;190
"De 60 a 64 anos";73;87;160
"De 65 a 69 anos";69;75;144
"De 70 a 74 anos";54;60;114
"De 75 a 79 anos";30;34;64
"De 80 anos ou mais";28;29;57
"Total";2015;1995;4010
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

