 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 355220 Sorocaba
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";21926;20852;42778
"De 5 a 9 anos";23377;22458;45835
"De 10 a 14 anos";23162;22598;45760
"De 15 a 19 anos";25739;24984;50723
"De 20 a 24 anos";26015;25823;51838
"De 25 a 29 anos";23300;23722;47022
"De 30 a 34 anos";20972;21328;42300
"De 35 a 39 anos";20124;21154;41278
"De 40 a 44 anos";18784;20128;38912
"De 45 a 49 anos";16151;17085;33236
"De 50 a 54 anos";12685;13499;26184
"De 55 a 59 anos";9257;10249;19506
"De 60 a 64 anos";6790;7995;14785
"De 65 a 69 anos";5367;6766;12133
"De 70 a 74 anos";3871;5385;9256
"De 75 a 79 anos";2887;4455;7342
"De 80 anos ou mais";1880;3376;5256
"Total";262287;271857;534144
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

