 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316320 São José do Alegre
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";112;132;244
"De 5 a 9 anos";155;146;301
"De 10 a 14 anos";199;202;401
"De 15 a 19 anos";148;180;328
"De 20 a 24 anos";158;172;330
"De 25 a 29 anos";137;124;261
"De 30 a 34 anos";149;156;305
"De 35 a 39 anos";154;143;297
"De 40 a 44 anos";137;142;279
"De 45 a 49 anos";159;137;296
"De 50 a 54 anos";143;118;261
"De 55 a 59 anos";98;108;206
"De 60 a 64 anos";76;87;163
"De 65 a 69 anos";70;68;138
"De 70 a 74 anos";50;67;117
"De 75 a 79 anos";42;30;72
"De 80 anos ou mais";27;43;70
"Total";2014;2055;4069
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

