 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312670 Francisco Sá
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1032;988;2020
"De 5 a 9 anos";1217;1090;2307
"De 10 a 14 anos";1331;1263;2594
"De 15 a 19 anos";1331;1217;2548
"De 20 a 24 anos";1286;1114;2400
"De 25 a 29 anos";1100;963;2063
"De 30 a 34 anos";943;829;1772
"De 35 a 39 anos";857;757;1614
"De 40 a 44 anos";847;751;1598
"De 45 a 49 anos";696;659;1355
"De 50 a 54 anos";567;573;1140
"De 55 a 59 anos";512;507;1019
"De 60 a 64 anos";445;450;895
"De 65 a 69 anos";320;338;658
"De 70 a 74 anos";255;268;523
"De 75 a 79 anos";152;178;330
"De 80 anos ou mais";143;191;334
"Total";13034;12136;25170
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

