 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330100 Campos dos Goytacazes
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";18651;17777;36428
"De 5 a 9 anos";19713;19463;39176
"De 10 a 14 anos";19721;18976;38697
"De 15 a 19 anos";19780;19694;39474
"De 20 a 24 anos";20638;20851;41489
"De 25 a 29 anos";18686;19627;38313
"De 30 a 34 anos";15274;16643;31917
"De 35 a 39 anos";15448;16792;32240
"De 40 a 44 anos";15022;17311;32333
"De 45 a 49 anos";13311;14916;28227
"De 50 a 54 anos";10420;12147;22567
"De 55 a 59 anos";8341;10004;18345
"De 60 a 64 anos";6442;7732;14174
"De 65 a 69 anos";5223;6515;11738
"De 70 a 74 anos";3851;5054;8905
"De 75 a 79 anos";2702;3688;6390
"De 80 anos ou mais";2175;3638;5813
"Total";215398;230828;446226
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

