 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312720 Funilândia
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";155;148;303
"De 5 a 9 anos";159;134;293
"De 10 a 14 anos";165;166;331
"De 15 a 19 anos";180;164;344
"De 20 a 24 anos";152;180;332
"De 25 a 29 anos";146;165;311
"De 30 a 34 anos";156;144;300
"De 35 a 39 anos";147;157;304
"De 40 a 44 anos";147;127;274
"De 45 a 49 anos";145;150;295
"De 50 a 54 anos";141;120;261
"De 55 a 59 anos";113;123;236
"De 60 a 64 anos";73;77;150
"De 65 a 69 anos";76;71;147
"De 70 a 74 anos";56;56;112
"De 75 a 79 anos";34;51;85
"De 80 anos ou mais";44;46;90
"Total";2089;2079;4168
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

