 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510729 São José do Povo
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";122;118;240
"De 5 a 9 anos";142;135;277
"De 10 a 14 anos";170;140;310
"De 15 a 19 anos";175;131;306
"De 20 a 24 anos";160;122;282
"De 25 a 29 anos";133;121;254
"De 30 a 34 anos";123;120;243
"De 35 a 39 anos";128;107;235
"De 40 a 44 anos";123;106;229
"De 45 a 49 anos";101;97;198
"De 50 a 54 anos";99;84;183
"De 55 a 59 anos";87;74;161
"De 60 a 64 anos";69;54;123
"De 65 a 69 anos";55;47;102
"De 70 a 74 anos";47;30;77
"De 75 a 79 anos";32;16;48
"De 80 anos ou mais";15;15;30
"Total";1781;1517;3298
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

