 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314390 Muriaé
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";3813;3653;7466
"De 5 a 9 anos";4085;4047;8132
"De 10 a 14 anos";4130;4320;8450
"De 15 a 19 anos";4698;4692;9390
"De 20 a 24 anos";4553;4644;9197
"De 25 a 29 anos";3869;4163;8032
"De 30 a 34 anos";3351;3591;6942
"De 35 a 39 anos";3476;3871;7347
"De 40 a 44 anos";3321;3654;6975
"De 45 a 49 anos";3037;3314;6351
"De 50 a 54 anos";2510;2635;5145
"De 55 a 59 anos";1912;2061;3973
"De 60 a 64 anos";1432;1646;3078
"De 65 a 69 anos";1229;1409;2638
"De 70 a 74 anos";950;1150;2100
"De 75 a 79 anos";676;885;1561
"De 80 anos ou mais";584;893;1477
"Total";47626;50628;98254
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

