 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354740 Santa Rita d'Oeste
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";58;53;111
"De 5 a 9 anos";78;70;148
"De 10 a 14 anos";92;73;165
"De 15 a 19 anos";98;95;193
"De 20 a 24 anos";96;96;192
"De 25 a 29 anos";81;96;177
"De 30 a 34 anos";77;76;153
"De 35 a 39 anos";82;92;174
"De 40 a 44 anos";88;96;184
"De 45 a 49 anos";113;98;211
"De 50 a 54 anos";102;93;195
"De 55 a 59 anos";88;97;185
"De 60 a 64 anos";77;80;157
"De 65 a 69 anos";52;75;127
"De 70 a 74 anos";55;50;105
"De 75 a 79 anos";44;35;79
"De 80 anos ou mais";29;35;64
"Total";1310;1310;2620
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

