 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430270 Butiá
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";739;698;1437
"De 5 a 9 anos";810;787;1597
"De 10 a 14 anos";947;871;1818
"De 15 a 19 anos";907;871;1778
"De 20 a 24 anos";815;803;1618
"De 25 a 29 anos";823;799;1622
"De 30 a 34 anos";707;736;1443
"De 35 a 39 anos";627;667;1294
"De 40 a 44 anos";671;714;1385
"De 45 a 49 anos";740;746;1486
"De 50 a 54 anos";695;700;1395
"De 55 a 59 anos";579;596;1175
"De 60 a 64 anos";406;469;875
"De 65 a 69 anos";304;365;669
"De 70 a 74 anos";212;285;497
"De 75 a 79 anos";144;230;374
"De 80 anos ou mais";130;246;376
"Total";10256;10583;20839
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

