 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291320 Ibotirama
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1083;1016;2099
"De 5 a 9 anos";1177;1064;2241
"De 10 a 14 anos";1220;1191;2411
"De 15 a 19 anos";1349;1243;2592
"De 20 a 24 anos";1218;1255;2473
"De 25 a 29 anos";1112;1198;2310
"De 30 a 34 anos";1121;1109;2230
"De 35 a 39 anos";971;926;1897
"De 40 a 44 anos";759;789;1548
"De 45 a 49 anos";731;707;1438
"De 50 a 54 anos";628;597;1225
"De 55 a 59 anos";485;533;1018
"De 60 a 64 anos";370;436;806
"De 65 a 69 anos";331;362;693
"De 70 a 74 anos";263;283;546
"De 75 a 79 anos";177;218;395
"De 80 anos ou mais";190;272;462
"Total";13185;13199;26384
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

