 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291120 Gandu
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1486;1409;2895
"De 5 a 9 anos";1463;1453;2916
"De 10 a 14 anos";1505;1486;2991
"De 15 a 19 anos";1543;1519;3062
"De 20 a 24 anos";1621;1613;3234
"De 25 a 29 anos";1387;1483;2870
"De 30 a 34 anos";1178;1140;2318
"De 35 a 39 anos";923;932;1855
"De 40 a 44 anos";873;920;1793
"De 45 a 49 anos";790;839;1629
"De 50 a 54 anos";680;669;1349
"De 55 a 59 anos";508;481;989
"De 60 a 64 anos";369;397;766
"De 65 a 69 anos";296;316;612
"De 70 a 74 anos";237;266;503
"De 75 a 79 anos";168;164;332
"De 80 anos ou mais";163;198;361
"Total";15190;15285;30475
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

