 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 352725 Lourdes
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";83;67;150
"De 5 a 9 anos";100;87;187
"De 10 a 14 anos";86;83;169
"De 15 a 19 anos";94;79;173
"De 20 a 24 anos";85;86;171
"De 25 a 29 anos";84;83;167
"De 30 a 34 anos";85;79;164
"De 35 a 39 anos";78;76;154
"De 40 a 44 anos";73;70;143
"De 45 a 49 anos";66;58;124
"De 50 a 54 anos";56;59;115
"De 55 a 59 anos";52;42;94
"De 60 a 64 anos";44;40;84
"De 65 a 69 anos";27;28;55
"De 70 a 74 anos";18;24;42
"De 75 a 79 anos";19;24;43
"De 80 anos ou mais";13;11;24
"Total";1063;996;2059
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

