 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521880 Rio Verde
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";6735;6533;13268
"De 5 a 9 anos";6404;6446;12850
"De 10 a 14 anos";7102;6938;14040
"De 15 a 19 anos";8016;7452;15468
"De 20 a 24 anos";7615;7227;14842
"De 25 a 29 anos";6712;6567;13279
"De 30 a 34 anos";5988;6005;11993
"De 35 a 39 anos";5566;5629;11195
"De 40 a 44 anos";4676;4848;9524
"De 45 a 49 anos";3730;3852;7582
"De 50 a 54 anos";3011;2930;5941
"De 55 a 59 anos";2363;2264;4627
"De 60 a 64 anos";1850;1717;3567
"De 65 a 69 anos";1359;1325;2684
"De 70 a 74 anos";907;902;1809
"De 75 a 79 anos";627;652;1279
"De 80 anos ou mais";524;591;1115
"Total";73185;71878;145063
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

