 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270650 Passo de Camaragibe
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";752;716;1468
"De 5 a 9 anos";730;683;1413
"De 10 a 14 anos";754;644;1398
"De 15 a 19 anos";830;749;1579
"De 20 a 24 anos";740;728;1468
"De 25 a 29 anos";642;626;1268
"De 30 a 34 anos";551;597;1148
"De 35 a 39 anos";549;563;1112
"De 40 a 44 anos";516;522;1038
"De 45 a 49 anos";427;408;835
"De 50 a 54 anos";336;333;669
"De 55 a 59 anos";227;269;496
"De 60 a 64 anos";205;234;439
"De 65 a 69 anos";157;189;346
"De 70 a 74 anos";102;132;234
"De 75 a 79 anos";65;87;152
"De 80 anos ou mais";79;116;195
"Total";7662;7596;15258
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

