 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 170388 Carmolândia
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";110;105;215
"De 5 a 9 anos";118;106;224
"De 10 a 14 anos";120;102;222
"De 15 a 19 anos";114;109;223
"De 20 a 24 anos";128;111;239
"De 25 a 29 anos";110;98;208
"De 30 a 34 anos";83;95;178
"De 35 a 39 anos";81;93;174
"De 40 a 44 anos";78;81;159
"De 45 a 49 anos";87;72;159
"De 50 a 54 anos";80;69;149
"De 55 a 59 anos";53;65;118
"De 60 a 64 anos";48;53;101
"De 65 a 69 anos";35;38;73
"De 70 a 74 anos";25;28;53
"De 75 a 79 anos";15;17;32
"De 80 anos ou mais";14;15;29
"Total";1299;1257;2556
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

