 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312965 Ibiracatu
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";239;223;462
"De 5 a 9 anos";255;217;472
"De 10 a 14 anos";298;252;550
"De 15 a 19 anos";335;284;619
"De 20 a 24 anos";303;280;583
"De 25 a 29 anos";266;245;511
"De 30 a 34 anos";234;215;449
"De 35 a 39 anos";199;174;373
"De 40 a 44 anos";175;141;316
"De 45 a 49 anos";201;173;374
"De 50 a 54 anos";155;148;303
"De 55 a 59 anos";144;134;278
"De 60 a 64 anos";103;104;207
"De 65 a 69 anos";101;96;197
"De 70 a 74 anos";77;79;156
"De 75 a 79 anos";56;62;118
"De 80 anos ou mais";64;87;151
"Total";3205;2914;6119
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

