 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293190 Tucano
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1816;1733;3549
"De 5 a 9 anos";1900;1799;3699
"De 10 a 14 anos";2088;2007;4095
"De 15 a 19 anos";2233;2167;4400
"De 20 a 24 anos";2232;2201;4433
"De 25 a 29 anos";1986;2068;4054
"De 30 a 34 anos";1870;1970;3840
"De 35 a 39 anos";1825;1848;3673
"De 40 a 44 anos";1636;1664;3300
"De 45 a 49 anos";1544;1549;3093
"De 50 a 54 anos";1377;1338;2715
"De 55 a 59 anos";1125;1136;2261
"De 60 a 64 anos";900;990;1890
"De 65 a 69 anos";787;927;1714
"De 70 a 74 anos";651;769;1420
"De 75 a 79 anos";452;567;1019
"De 80 anos ou mais";533;758;1291
"Total";24955;25491;50446
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

