 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260720 Ipojuca
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";4111;3956;8067
"De 5 a 9 anos";4206;4120;8326
"De 10 a 14 anos";4384;4292;8676
"De 15 a 19 anos";4428;4306;8734
"De 20 a 24 anos";4198;4248;8446
"De 25 a 29 anos";4081;4168;8249
"De 30 a 34 anos";3735;3796;7531
"De 35 a 39 anos";3100;3213;6313
"De 40 a 44 anos";2569;2767;5336
"De 45 a 49 anos";2090;2244;4334
"De 50 a 54 anos";1665;1731;3396
"De 55 a 59 anos";1213;1295;2508
"De 60 a 64 anos";909;1016;1925
"De 65 a 69 anos";645;739;1384
"De 70 a 74 anos";455;567;1022
"De 75 a 79 anos";292;382;674
"De 80 anos ou mais";303;376;679
"Total";42384;43216;85600
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

