 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520510 Catalão
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";3408;3252;6660
"De 5 a 9 anos";3529;3333;6862
"De 10 a 14 anos";3579;3504;7083
"De 15 a 19 anos";3837;3634;7471
"De 20 a 24 anos";4192;3982;8174
"De 25 a 29 anos";4861;4503;9364
"De 30 a 34 anos";4660;4579;9239
"De 35 a 39 anos";4267;4093;8360
"De 40 a 44 anos";3603;3618;7221
"De 45 a 49 anos";3263;3304;6567
"De 50 a 54 anos";2867;2812;5679
"De 55 a 59 anos";2249;2320;4569
"De 60 a 64 anos";1775;1856;3631
"De 65 a 69 anos";1202;1308;2510
"De 70 a 74 anos";753;907;1660
"De 75 a 79 anos";533;700;1233
"De 80 anos ou mais";495;705;1200
"Total";49073;48410;97483
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

