 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290790 Cipó
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";807;775;1582
"De 5 a 9 anos";887;854;1741
"De 10 a 14 anos";840;844;1684
"De 15 a 19 anos";889;887;1776
"De 20 a 24 anos";828;846;1674
"De 25 a 29 anos";648;644;1292
"De 30 a 34 anos";457;526;983
"De 35 a 39 anos";446;491;937
"De 40 a 44 anos";344;417;761
"De 45 a 49 anos";330;366;696
"De 50 a 54 anos";259;307;566
"De 55 a 59 anos";247;277;524
"De 60 a 64 anos";201;236;437
"De 65 a 69 anos";164;196;360
"De 70 a 74 anos";129;142;271
"De 75 a 79 anos";80;102;182
"De 80 anos ou mais";120;159;279
"Total";7676;8069;15745
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

