 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293040 Serra Preta
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";808;788;1596
"De 5 a 9 anos";922;914;1836
"De 10 a 14 anos";1021;956;1977
"De 15 a 19 anos";1124;976;2100
"De 20 a 24 anos";876;788;1664
"De 25 a 29 anos";596;547;1143
"De 30 a 34 anos";506;482;988
"De 35 a 39 anos";414;427;841
"De 40 a 44 anos";347;388;735
"De 45 a 49 anos";315;374;689
"De 50 a 54 anos";284;386;670
"De 55 a 59 anos";315;383;698
"De 60 a 64 anos";284;328;612
"De 65 a 69 anos";214;282;496
"De 70 a 74 anos";180;218;398
"De 75 a 79 anos";181;203;384
"De 80 anos ou mais";180;224;404
"Total";8567;8664;17231
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

