 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230427 Ererê
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";247;240;487
"De 5 a 9 anos";270;262;532
"De 10 a 14 anos";306;296;602
"De 15 a 19 anos";330;321;651
"De 20 a 24 anos";338;304;642
"De 25 a 29 anos";333;288;621
"De 30 a 34 anos";280;276;556
"De 35 a 39 anos";236;252;488
"De 40 a 44 anos";208;203;411
"De 45 a 49 anos";185;212;397
"De 50 a 54 anos";169;187;356
"De 55 a 59 anos";153;160;313
"De 60 a 64 anos";139;150;289
"De 65 a 69 anos";120;118;238
"De 70 a 74 anos";89;95;184
"De 75 a 79 anos";63;72;135
"De 80 anos ou mais";79;85;164
"Total";3545;3521;7066
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

