 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316350 São José do Jacuri
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";268;245;513
"De 5 a 9 anos";299;305;604
"De 10 a 14 anos";358;334;692
"De 15 a 19 anos";377;334;711
"De 20 a 24 anos";340;248;588
"De 25 a 29 anos";252;207;459
"De 30 a 34 anos";210;207;417
"De 35 a 39 anos";227;207;434
"De 40 a 44 anos";216;199;415
"De 45 a 49 anos";190;183;373
"De 50 a 54 anos";154;156;310
"De 55 a 59 anos";126;157;283
"De 60 a 64 anos";116;127;243
"De 65 a 69 anos";94;122;216
"De 70 a 74 anos";79;95;174
"De 75 a 79 anos";56;76;132
"De 80 anos ou mais";51;82;133
"Total";3413;3284;6697
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

